0.017453,1.2,3,1000,3000,0.01293
0.034907,1.2,3,1000,3000,0.025867
0.05236,1.2,3,1000,3000,0.038821
0.069813,1.2,3,1000,3000,0.051798
0.087266,1.2,3,1000,3000,0.064806
0.10472,1.2,3,1000,3000,0.077855
0.12217,1.2,3,1000,3000,0.090952
0.13963,1.2,3,1000,3000,0.1041
0.15708,1.2,3,1000,3000,0.11732
0.17453,1.2,3,1000,3000,0.13061
0.017453,1.25,3,1000,3000,0.012412
0.034907,1.25,3,1000,3000,0.024833
0.05236,1.25,3,1000,3000,0.037268
0.069813,1.25,3,1000,3000,0.049726
0.087266,1.25,3,1000,3000,0.062214
0.10472,1.25,3,1000,3000,0.074741
0.12217,1.25,3,1000,3000,0.087313
0.13963,1.25,3,1000,3000,0.09994
0.15708,1.25,3,1000,3000,0.11263
0.17453,1.25,3,1000,3000,0.12539
0.017453,1.3,3,1000,3000,0.011935
0.034907,1.3,3,1000,3000,0.023877
0.05236,1.3,3,1000,3000,0.035834
0.069813,1.3,3,1000,3000,0.047813
0.087266,1.3,3,1000,3000,0.059821
0.10472,1.3,3,1000,3000,0.071866
0.12217,1.3,3,1000,3000,0.083955
0.13963,1.3,3,1000,3000,0.096096
0.15708,1.3,3,1000,3000,0.1083
0.17453,1.3,3,1000,3000,0.12057
0.017453,1.35,3,1000,3000,0.011493
0.034907,1.35,3,1000,3000,0.022993
0.05236,1.35,3,1000,3000,0.034507
0.069813,1.35,3,1000,3000,0.046042
0.087266,1.35,3,1000,3000,0.057606
0.10472,1.35,3,1000,3000,0.069204
0.12217,1.35,3,1000,3000,0.080846
0.13963,1.35,3,1000,3000,0.092537
0.15708,1.35,3,1000,3000,0.10429
0.17453,1.35,3,1000,3000,0.1161
0.017453,1.4,3,1000,3000,0.011083
0.034907,1.4,3,1000,3000,0.022172
0.05236,1.4,3,1000,3000,0.033275
0.069813,1.4,3,1000,3000,0.044398
0.087266,1.4,3,1000,3000,0.055548
0.10472,1.4,3,1000,3000,0.066733
0.12217,1.4,3,1000,3000,0.077958
0.13963,1.4,3,1000,3000,0.089232
0.15708,1.4,3,1000,3000,0.10056
0.17453,1.4,3,1000,3000,0.11195
0.017453,1.2,4,1000,3000,0.0072729
0.034907,1.2,4,1000,3000,0.01455
0.05236,1.2,4,1000,3000,0.021837
0.069813,1.2,4,1000,3000,0.029136
0.087266,1.2,4,1000,3000,0.036454
0.10472,1.2,4,1000,3000,0.043793
0.12217,1.2,4,1000,3000,0.05116
0.13963,1.2,4,1000,3000,0.058559
0.15708,1.2,4,1000,3000,0.065994
0.17453,1.2,4,1000,3000,0.07347
0.017453,1.25,4,1000,3000,0.006982
0.034907,1.25,4,1000,3000,0.013968
0.05236,1.25,4,1000,3000,0.020963
0.069813,1.25,4,1000,3000,0.027971
0.087266,1.25,4,1000,3000,0.034995
0.10472,1.25,4,1000,3000,0.042042
0.12217,1.25,4,1000,3000,0.049114
0.13963,1.25,4,1000,3000,0.056216
0.15708,1.25,4,1000,3000,0.063354
0.17453,1.25,4,1000,3000,0.070531
0.017453,1.3,4,1000,3000,0.0067135
0.034907,1.3,4,1000,3000,0.013431
0.05236,1.3,4,1000,3000,0.020157
0.069813,1.3,4,1000,3000,0.026895
0.087266,1.3,4,1000,3000,0.033649
0.10472,1.3,4,1000,3000,0.040425
0.12217,1.3,4,1000,3000,0.047225
0.13963,1.3,4,1000,3000,0.054054
0.15708,1.3,4,1000,3000,0.060917
0.17453,1.3,4,1000,3000,0.067818
0.017453,1.35,4,1000,3000,0.0064648
0.034907,1.35,4,1000,3000,0.012934
0.05236,1.35,4,1000,3000,0.01941
0.069813,1.35,4,1000,3000,0.025899
0.087266,1.35,4,1000,3000,0.032403
0.10472,1.35,4,1000,3000,0.038927
0.12217,1.35,4,1000,3000,0.045476
0.13963,1.35,4,1000,3000,0.052052
0.15708,1.35,4,1000,3000,0.058661
0.17453,1.35,4,1000,3000,0.065306
0.017453,1.4,4,1000,3000,0.006234
0.034907,1.4,4,1000,3000,0.012472
0.05236,1.4,4,1000,3000,0.018717
0.069813,1.4,4,1000,3000,0.024974
0.087266,1.4,4,1000,3000,0.031246
